Rk,Player,Age,Tm,Lg,TS%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%
494,Romeo Langford,21,BOS,NBA,0.436,18,4,283,5.1,0.305,0.203,4.7,9.1,6.9,5.9,1,1.7,13.5,11.3,95,116,-0.2,0.2,0,0.003,-4.9,0,-5,-0.2,2.7,7.5,2,5.2,0.6,2.3,1.1,1.5,1.5,2.9,4.5,1.7,0.8,0.6,1.3,3.1,7.1,0.356,0.39,0.278,0.398,0.75
495,Anthony Tolliver,35,PHI,NBA,0.433,11,0,99,4,0.824,0.353,3.4,7.6,5.6,2.5,1.5,1.8,13.3,9.8,91,111,-0.1,0.1,0.1,0.025,-5.7,-1.7,-7.4,-0.1,1.5,6.2,0,1.1,1.5,5.1,1.8,2.2,1.1,2.5,3.6,0.7,1.1,0.7,1.1,2.5,6.2,0.235,0,0.286,0.353,0.833
496,Aleksej Pokusevski,19,OKC,NBA,0.43,45,28,1090,6.1,0.507,0.103,2.8,17.6,10.1,13.1,0.9,3.4,18.8,20.5,81,114,-2.9,1,-1.9,-0.084,-5.2,-0.7,-5.9,-1.1,4.6,13.5,2.7,6.6,1.9,6.8,1,1.4,1,6,7,3.2,0.7,1.4,3.3,1.9,12.1,0.341,0.403,0.28,0.412,0.738
497,Wesley Iwundu,26,TOT,NBA,0.428,41,4,539,4.3,0.402,0.304,3,15.2,9.1,4.2,1.4,0.7,14.1,10.8,89,114,-0.5,0.4,0,-0.003,-6.1,-0.4,-6.6,-0.6,2.3,6.8,1.9,4.1,0.3,2.7,1.7,2.1,1,5,6,1.2,1,0.3,1.3,3.3,6.6,0.333,0.475,0.122,0.358,0.839
498,Dante Exum,25,CLE,NBA,0.428,6,3,116,5.9,0.423,0.077,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7,87,114,-0.2,0.1,-0.1,-0.025,-4.8,1.7,-3.1,0,3.1,8.1,2.5,4.7,0.6,3.4,0.3,0.6,0.6,4.7,5.3,4,1.2,0.6,2.2,2.8,7.1,0.385,0.533,0.182,0.423,0.5
499,Robert Woodard,21,SAC,NBA,0.425,13,0,45,12.5,0.3,0.4,9.7,30,19.7,6.3,0,5.6,4.1,23.4,96,114,0,0,0,-0.011,-2.6,-2.7,-5.4,0,6.4,16,5.6,11.2,0.8,4.8,2.4,6.4,3.2,9.6,12.8,1.6,0,2.4,0.8,3.2,16,0.4,0.5,0.167,0.425,0.375
500,Killian Hayes,19,DET,NBA,0.422,26,18,670,5.3,0.358,0.085,1,10.6,5.7,29.7,2,1.3,28.5,19,82,113,-1.8,0.6,-1.1,-0.081,-6.3,-1,-7.3,-0.9,3.8,10.8,2.7,6.9,1.1,3.9,0.8,0.9,0.3,3.4,3.7,7.4,1.5,0.5,4.5,3.1,9.5,0.353,0.395,0.278,0.403,0.824
501,Charlie Brown,23,OKC,NBA,0.422,9,1,152,4.1,0.488,0.233,2,9.7,5.8,8.2,1.3,1.2,11.2,14.9,88,116,-0.2,0.1,-0.1,-0.032,-7.8,-1.2,-8.9,-0.3,3.1,10.2,1.9,5.2,1.2,5,2.1,2.4,0.7,3.3,4,2.1,0.9,0.5,1.4,4.5,9.5,0.302,0.364,0.238,0.36,0.9
502,Cameron Reynolds,25,TOT,NBA,0.417,5,0,40,6.5,0.667,0,5.1,8.3,6.7,7.5,0,0,0,19.2,96,121,0,0,0,-0.039,-5.1,-3.9,-9,-0.1,5.4,16.2,2.7,5.4,2.7,10.8,0,0,1.8,2.7,4.5,1.8,0,0,0,1.8,13.5,0.333,0.5,0.25,0.417,
503,Shaquille Harrison,27,TOT,NBA,0.416,34,0,333,6.8,0.205,0.282,2.4,13.7,8.1,9.5,2.5,1.5,11.1,12.9,94,110,-0.2,0.4,0.2,0.03,-5.9,1.3,-4.6,-0.2,2.8,8.4,2.5,6.7,0.3,1.7,1.9,2.4,0.8,4.4,5.2,2.7,1.8,0.5,1.2,3.6,7.9,0.333,0.371,0.188,0.353,0.818
504,Sindarius Thornwell,26,TOT,NBA,0.414,21,1,217,6.6,0.5,0.174,1.4,7.4,4.4,13,2.9,0.9,12.4,11.1,93,114,-0.2,0.2,0,0.009,-5.8,0.8,-5,-0.2,2.5,7.6,1.3,3.8,1.2,3.8,0.7,1.3,0.5,2.5,3,3.5,2.2,0.3,1.2,2.5,6.8,0.326,0.348,0.304,0.402,0.5
505,Isaiah Thomas,31,NOP,NBA,0.412,3,0,48,2.4,0.444,0.074,2.3,6.8,4.5,15.1,1,0,17.7,29.7,79,118,-0.2,0,-0.2,-0.179,-8.1,-5.6,-13.8,-0.1,6.8,20.3,4.5,11.3,2.3,9,1.5,1.5,0.7,2.3,3,3.7,0.7,0,4.5,2.3,17.2,0.333,0.4,0.25,0.389,1
506,Marquese Chriss,23,GSW,NBA,0.412,2,0,27,11.8,0.357,0.286,12,38.9,25.6,11,0,6.5,11.3,28.1,88,104,-0.1,0.1,0,-0.03,-2.2,-1,-3.2,0,6.7,18.7,5.3,12,1.3,6.7,2.7,5.3,4,13.3,17.3,2.7,0,2.7,2.7,4,17.3,0.357,0.444,0.2,0.393,0.5
507,Ray Spalding,23,HOU,NBA,0.41,2,0,19,0.8,0.25,0.5,10.8,11.7,11.2,0,0,9.4,38.1,17.6,60,114,-0.1,0,-0.1,-0.184,-8.9,-1.4,-10.4,0,3.8,7.6,3.8,5.7,0,1.9,0,3.8,3.8,3.8,7.6,0,0,3.8,5.7,5.7,7.6,0.5,0.667,0,0.5,0
508,Jerome Robinson,23,WAS,NBA,0.4,17,6,305,4.1,0.442,0.211,1.4,11.8,6.6,10.2,1.8,1.6,15.5,16.7,81,113,-0.7,0.3,-0.4,-0.057,-6.5,-1.1,-7.6,-0.4,3.3,11.2,2,6.3,1.3,5,1.9,2.4,0.5,4,4.5,3,1.4,0.7,2.2,3.7,9.8,0.295,0.321,0.262,0.353,0.8
509,Justise Winslow,24,MEM,NBA,0.395,26,1,507,6.2,0.257,0.167,3.7,21.1,12.3,13.3,1.4,2.1,14.1,21.9,82,110,-1.3,0.6,-0.7,-0.066,-6.2,0.1,-6.1,-0.5,5.3,14.9,4.5,11.1,0.7,3.8,1.4,2.5,1.3,7.1,8.4,3.6,1.1,0.9,2.6,3.3,12.6,0.352,0.41,0.185,0.376,0.571
510,Adam Mokoka,22,CHI,NBA,0.386,14,0,56,2.2,0.526,0.053,2,7.8,4.9,11.9,1.7,1.6,20.5,18.9,73,113,-0.2,0.1,-0.1,-0.112,-7.7,-2.2,-9.9,-0.1,4.5,12.2,3.9,5.8,0.6,6.4,0,0.6,0.6,2.6,3.2,3.2,1.3,0.6,3.2,3.2,9.6,0.368,0.667,0.1,0.395,0
511,Cassius Stanley,21,IND,NBA,0.383,24,0,93,5.5,0.302,0.209,9.4,13.9,11.7,1.4,0.5,1.7,2.1,22,90,116,-0.2,0.1,-0.1,-0.05,-7,-4.2,-11.2,-0.2,5,16.6,3.9,11.6,1.2,5,2.7,3.5,3.1,4.6,7.7,0.4,0.4,0.8,0.4,5.4,13.9,0.302,0.333,0.231,0.337,0.778
512,Kostas Antetokounmpo,23,LAL,NBA,0.382,15,0,56,0,0,1.3,8.1,29.9,19.1,2.3,1.7,6.4,41.2,20.7,56,100,-0.3,0.1,-0.2,-0.174,-13.2,0.2,-13,-0.2,1.9,6.4,1.9,6.4,0,0,3.9,8.4,2.6,9.6,12.2,0.6,1.3,2.6,7.1,5.1,7.7,0.3,0.3,,0.3,0.462
513,Tyler Bey,22,DAL,NBA,0.372,18,0,71,5.9,0.182,0.227,12.5,16.9,14.7,5.6,0,1.3,11,16.9,91,116,-0.1,0,0,-0.033,-5.5,-4.1,-9.6,-0.1,3.5,11.2,3,9.1,0.5,2,1.5,2.5,4.1,5.6,9.6,1.5,0,0.5,1.5,3,9.1,0.318,0.333,0.25,0.341,0.6
514,Josh Hall,20,OKC,NBA,0.363,21,1,336,1,0.374,0.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,73,117,-1.1,0.2,-0.9,-0.126,-9.7,-2.4,-12.1,-0.9,3.2,10.6,2.8,6.6,0.4,4,2.4,4.7,0.6,5.7,6.3,3,0.4,0.1,2.7,4,9.2,0.303,0.419,0.108,0.323,0.5
515,Karim Mané,20,ORL,NBA,0.362,10,0,88,1.3,0.154,0.385,1.1,15.9,8.3,6,0,2.1,16.5,8.9,77,117,-0.1,0,-0.1,-0.045,-9,-0.8,-9.9,-0.2,1.2,5.3,0.8,4.5,0.4,0.8,1.6,2,0.4,5.3,5.7,1.6,0,0.8,1.2,4.1,4.5,0.231,0.182,0.5,0.269,0.8
516,Ty-Shon Alexander,22,PHO,NBA,0.349,15,0,47,4.2,0.75,0.167,4.9,19,12.1,15.4,0,1.9,18.9,15,84,114,-0.1,0,0,-0.048,-5.3,-1.6,-6.8,-0.1,2.3,9.2,0.8,2.3,1.5,6.9,0.8,1.5,1.5,6.1,7.7,4.6,0,0.8,2.3,1.5,6.9,0.25,0.333,0.222,0.333,0.5
517,Brian Bowen,22,IND,NBA,0.338,6,0,15,1,0.25,0.25,0,21.6,10.8,0,0,0,0,12.6,74,116,0,0,0,-0.063,-8.2,-3.3,-11.5,0,2.4,9.6,2.4,7.2,0,2.4,2.4,2.4,0,7.2,7.2,0,0,0,0,2.4,7.2,0.25,0.333,0,0.25,1
518,Jared Dudley,35,LAL,NBA,0.333,12,0,81,4.4,0.667,0,5.6,23.5,14.6,7.6,0.6,1.1,18.2,5.9,94,108,0,0.1,0.1,0.053,-4.5,-0.2,-4.7,-0.1,0.9,4,0,1.3,0.9,2.7,0,0,1.8,7.6,9.3,2.2,0.4,0.4,0.9,3.1,2.7,0.222,0,0.333,0.333,
519,Jordan Bell,26,TOT,NBA,0.328,6,1,82,8,0.091,0.091,9.1,21.9,15.5,10.6,1.7,5.2,14.9,13.6,83,108,-0.1,0.1,0,-0.008,-5.2,-0.4,-5.6,-0.1,3.1,9.7,3.1,8.8,0,0.9,0.4,0.9,3.1,7.5,10.5,3.1,1.3,2.2,1.8,3.1,6.6,0.318,0.35,0,0.318,0.5
520,Anderson Varejão,38,CLE,NBA,0.326,5,0,36,12.9,0.063,0.563,21.3,41.4,31.1,12.2,0,5,4.8,25.4,91,110,-0.1,0,0,-0.029,-4,-2.2,-6.2,0,4,16,4,15,0,1,5,9,7,13,20,3,0,2,1,3,13,0.25,0.267,0,0.25,0.556
521,Tyrell Terry,20,DAL,NBA,0.318,11,0,56,6,0.438,0.188,0,11.7,5.9,14,4.4,0,10.4,15.3,75,108,-0.1,0.1,-0.1,-0.049,-7.7,2.2,-5.5,-0.1,3.2,10.3,3.2,5.8,0,4.5,0.6,1.9,0,3.9,3.9,3.9,3.2,0,1.3,1.3,7.1,0.313,0.556,0,0.313,0.333
522,Jeremiah Martin,24,CLE,NBA,0.313,9,0,75,1.4,0.364,0.152,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9,63,112,-0.4,0.1,-0.3,-0.207,-8.5,-1.2,-9.7,-0.1,4.3,15.8,2.9,10.1,1.4,5.8,0.5,2.4,1,2.4,3.4,1.9,2.4,1,2.9,0.5,10.6,0.273,0.286,0.25,0.318,0.2
523,Matthew Dellavedova,30,CLE,NBA,0.312,13,1,224,7.3,0.446,0.071,2.9,9.2,6,35.3,0.9,0.4,9.4,12.4,101,118,-0.1,0.1,0,0.005,-4.6,-2,-6.6,-0.3,2.3,9,1.6,5,0.6,4,0.6,0.6,1,2.9,3.9,9.3,0.6,0.2,1,3.4,5.8,0.25,0.323,0.16,0.286,1
524,Marcos Louzada Silva,21,NOP,NBA,0.308,3,0,56,-0.9,0.615,0,1.9,3.9,2.9,6.5,1.7,0,18.8,12,66,117,-0.1,0,-0.1,-0.099,-8.2,-1.6,-9.8,-0.1,1.9,8.4,0.6,3.2,1.3,5.1,0,0,0.6,1.3,1.9,1.9,1.3,0,1.9,3.2,5.1,0.231,0.2,0.25,0.308,
525,Keljin Blevins,25,POR,NBA,0.3,17,0,75,-0.9,0.4,0,4.2,10.3,7.1,6.7,1.3,0,20,14.3,66,119,-0.2,0,-0.2,-0.137,-9,-3,-12,-0.2,2.4,9.6,1.4,5.8,1,3.8,0,0,1.4,3.4,4.8,1.9,1,0,2.4,3.8,5.8,0.25,0.25,0.25,0.3,
526,Vincent Poirier,27,PHI,NBA,0.273,10,0,39,1.6,0.083,0.5,17.2,22.2,19.8,6.6,0,6.9,21.5,20.6,70,107,-0.2,0.1,-0.1,-0.127,-11.4,-3.2,-14.6,-0.1,2.8,11.1,2.8,10.2,0,0.9,1.8,5.5,5.5,7.4,12.9,1.8,0,2.8,3.7,7.4,7.4,0.25,0.273,0,0.25,0.333
527,Jared Harper,23,NYK,NBA,0.26,8,0,16,-10.8,0.25,1,0,13.4,6.8,7.7,0,0,34.2,24.4,43,114,-0.1,0,-0.1,-0.365,-16.5,-6.2,-22.8,-0.1,0,9,0,6.8,0,2.3,6.8,9,0,4.5,4.5,2.3,0,0,6.8,2.3,6.8,0,0,0,0,0.75
528,Iman Shumpert,30,BRK,NBA,0.25,2,0,11,-0.4,0.75,0,10.6,0,5,0,4.4,0,20,19.8,56,113,-0.1,0,0,-0.212,-10.2,-2.7,-13,0,3.3,13.1,3.3,3.3,0,9.8,0,0,3.3,0,3.3,0,3.3,0,3.3,0,6.5,0.25,1,0,0.25,
529,Jalen Lecque,20,IND,NBA,0.242,4,0,12,4.7,0.111,0.333,18.2,27,22.6,20.6,0,0,0,36.6,77,115,-0.1,0,-0.1,-0.232,-6.3,-6.8,-13.1,0,3,27,3,24,0,3,9,9,6,9,15,6,0,0,0,0,15,0.111,0.125,0,0.111,1
530,Andre Roberson,29,BRK,NBA,0.202,5,0,63,4.2,0.571,0.143,12.9,13.3,13.2,7.4,2.3,1.4,11.8,11.7,79,113,-0.1,0.1,-0.1,-0.043,-5.1,-1.2,-6.2,-0.1,1.1,8,0.6,3.4,0.6,4.6,0.6,1.1,4,4.6,8.6,2.3,1.7,0.6,1.1,2.3,3.4,0.143,0.167,0.125,0.179,0.5
531,Kris Dunn,26,ATL,NBA,0.182,4,0,45,-5.7,0.167,0.333,0,14.3,7.3,5.4,2.2,3.9,17.9,16.2,41,110,-0.2,0.1,-0.2,-0.202,-13.9,0,-13.9,-0.1,0.8,9.6,0.8,8,0,1.6,2.4,3.2,0,4.8,4.8,1.6,1.6,1.6,2.4,8,4,0.083,0.1,0,0.083,0.75
532,Tim Frazier,30,MEM,NBA,0.177,5,0,62,-0.5,0.4,0.3,0,13.8,6.8,30.8,1.5,1.5,15,18.1,63,112,-0.3,0.1,-0.2,-0.169,-10.8,-2,-12.9,-0.2,1.7,11.6,1.7,7,0,4.6,1.2,3.5,0,4.6,4.6,9.3,1.2,0.6,2.3,4.1,4.6,0.15,0.25,0,0.15,0.333
533,Terrance Ferguson,22,PHI,NBA,0.143,13,0,49,-7.1,0.714,0,0,2.2,1.1,4.9,1,0,36.4,9.7,30,114,-0.2,0,-0.2,-0.161,-12.1,-2.7,-14.8,-0.2,0.7,5.1,0.7,1.5,0,3.7,0,0,0,0.7,0.7,1.5,0.7,0,2.9,5.1,1.5,0.143,0.5,0,0.143,
534,Jaylen Adams,24,MIL,NBA,0.125,7,0,18,-6.5,0.25,0,0,16.9,8.8,12.7,0,0,0,18.6,45,116,-0.1,0,-0.1,-0.252,-14.9,-5,-19.8,-0.1,2,16,2,12,0,4,0,0,0,6,6,4,0,0,0,2,4,0.125,0.167,0,0.125,
535,Theo Pinson,25,NYK,NBA,0.111,17,0,34,-8.1,0.889,0,0,15.8,8,3.7,0,0,10,13.1,29,113,-0.2,0,-0.1,-0.205,-13.6,-2.9,-16.5,-0.1,1.1,9.5,1.1,1.1,0,8.5,0,0,0,5.3,5.3,1.1,0,0,1.1,4.2,2.1,0.111,1,0,0.111,
536,Will Magnay,22,NOP,NBA,0,1,0,3,-35.1,1,0,0,0,0,0,0,0,50,28,0,122,0,0,0,-0.787,-30.7,-8.9,-39.6,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,12,12,0,0,,0,0,
537,Anžejs Pasečņiks,25,WAS,NBA,0,1,0,6,-40.6,1,0,17.7,0,8.8,18.7,0,0,83.3,41.4,21,120,-0.1,0,-0.1,-1.113,-40.1,-7.1,-47.1,-0.1,0,6,0,0,0,6,0,0,6,0,6,6,0,0,30,12,0,0,,0,0,
538,Noah Vonleh,25,BRK,NBA,0,4,0,11,-19,0.667,0,0,9.6,5,10.2,0,0,40,19.8,14,120,-0.1,0,-0.1,-0.488,-20.9,-8.9,-29.9,-0.1,0,9.8,0,3.3,0,6.5,0,0,0,3.3,3.3,3.3,0,0,6.5,6.5,0,0,0,0,0,
539,Greg Whittington,27,DEN,NBA,0,4,0,12,-10.2,0.667,0,0,0,0,0,0,0,0,10.9,0,121,-0.1,0,-0.1,-0.259,-11.4,-6.1,-17.5,0,0,9,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
540,Ashton Hagans,21,MIN,NBA,,2,0,4,-12.4,,,0,0,0,0,0,0,100,10.5,0,124,0,0,0,-0.353,-13.8,-7.9,-21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,,,
