player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Goga Bitadze,bitadgo01,2022,1529,729,0.1881821615,-2.616450364,-2.428268203,1.510065886,-2.320655561,-0.8105896751,0.4793941832,-2.637143199,-2.157749016,0.2219588698,0.2219588698,0,0.301207216,-3.089301275,-2.788094059,0.7624747876
Bismack Biyombo,biyombi01,2022,1221,592,-2.205283215,-0.3447734498,-2.550056665,-0.4360472961,1.788104387,1.352057091,-2.005734162,0.01290791033,-1.992826252,0.2234388004,0.2607063216,-0.03726752128,-2.345446455,0.2354554933,-2.109990962,-0.3154549182
Nemanja Bjelica,bjeline01,2022,2672,1292,-1.004821667,2.097688239,1.092866573,-1.475584134,0.3489110093,-1.126673125,-1.188650384,1.747468187,0.5588178023,2.186129885,2.187437396,-0.001307511165,-0.7846171527,2.259414657,1.474797505,0.3106810585
Eric Bledsoe,bledser01,2022,2830,1361,-1.886695056,2.000671907,0.1139768511,-3.055082207,1.685533561,-1.369548646,-2.223354894,2.034542558,-0.1888123363,1.785719487,1.785719487,0,-1.714817418,1.990534904,0.2757174858,0.409154037
Keljin Blevins,blevike01,2022,733,349,-6.251576632,-5.721011792,-11.97258842,-3.596613099,-7.732100688,-11.32871379,-6.010539009,-6.395472481,-12.40601149,-1.710732343,-1.710732343,0,-5.79725268,-6.783941427,-12.58119411,-0.5010842116
Bogdan Bogdanovic,bogdabo01,2022,4018,1955,2.828721235,-0.9168802065,1.911841028,2.341119532,0.7030025768,3.044122109,2.849609391,-0.6072518708,2.24235752,4.977680782,4.588718955,0.3889618271,3.149917171,-0.2292088926,2.920708279,-0.3827189195
Bojan Bogdanovic,bogdabo02,2022,4786,2345,0.2035715915,-2.16498228,-1.961410688,0.8755423845,-2.690109683,-1.814567299,0.2843625676,-2.440703746,-2.156341179,0.710566793,0.6960010248,0.01456576818,0.3462937902,-2.939004015,-2.592710224,0.4240696315
Bol Bol,bolbo01,2022,175,81,-5.065985457,-1.08143729,-6.147422747,-3.154264345,2.389967169,-0.7642971769,-4.997959151,-0.430168832,-5.428127983,-0.1103744439,-0.1103744439,0,-4.746838343,-3.854494572,-8.601332915,-0.2732436314
Leandro Bolmaro,bolmale01,2022,530,241,-4.848980197,0.3733777828,-4.475602415,-5.817937893,6.812410412,0.9944725188,-5.373845599,1.744560615,-3.629284984,-0.1082626009,-0.1082626009,0,-4.755073677,0.05081119899,-4.704262478,0.1362491198
Isaac Bonga,bongais01,2022,159,72,-1.709907209,2.246934152,0.5370269429,-14.29540705,5.263528206,-9.031878848,-4.492407184,2.985348492,-1.507058692,0.04522382286,0.03793579879,0.007288024066,-2.982862446,3.322277343,0.3394148969,1.147009927
Devin Booker,bookede01,2022,5659,2711,4.060074135,0.3531345719,4.413208707,3.621238265,-1.3207165,2.300521764,4.1251606,-0.01903526324,4.106125337,9.531978641,9.068928828,0.4630498125,3.934825138,0.5405276679,4.475352806,1.031086001
Brandon Boston Jr.,bostobr01,2022,1610,760,-1.877439842,-1.247734891,-3.125174734,-4.630711978,1.503159585,-3.127552393,-2.541980395,-0.7819978579,-3.323978253,-0.2229289161,-0.2229289161,0,-2.921154595,-1.469489155,-4.39064375,0.1652179951
Chris Boucher,bouchch01,2022,3690,1820,-0.2320442275,-0.01473014119,-0.2467743687,1.328453771,4.479290254,5.807744025,0.06432924289,0.9117902247,0.9761194676,3.476779178,2.983113226,0.4936659525,0.4836532835,0.613558405,1.097211688,-0.2801949153
James Bouknight,bouknja01,2022,657,304,-1.574479732,-5.307878293,-6.882358025,-4.903016053,-2.270695755,-7.173711809,-2.389069415,-4.973059238,-7.362128653,-0.7159167473,-0.7159167473,0,-2.356034482,-4.884141512,-7.240175993,0.07995023441
Avery Bradley,bradlav01,2022,2958,1406,-2.597720448,-1.362437907,-3.960158356,-2.965726692,0.7473580346,-2.218368658,-2.816716114,-0.9793169705,-3.796033084,-0.7483551862,-0.7483551862,0,-3.02515478,-0.7475698948,-3.772724674,-0.2675372268
Tony Bradley,bradlto01,2022,1184,557,-3.193761795,3.126733661,-0.06702813396,1.325676055,4.431185883,5.756861938,-2.437017194,3.627789268,1.190772074,1.097633544,0.9487466238,0.1488869202,-2.67391135,1.163973173,-1.509938176,-0.3808665685
Ignas Brazdeikis,brazdig01,2022,1134,536,-1.594468721,-2.60905189,-4.203520611,-1.901840561,-3.818223971,-5.720064533,-1.647109485,-2.984383922,-4.631493406,-0.5142650441,-0.5142650441,0,-2.678665148,-4.023604106,-6.702269254,-0.05086169688
Mikal Bridges,bridgmi01,2022,6950,3354,0.2832410879,1.130026838,1.413267926,7.527878624,0.08413611748,7.612014741,1.790096472,0.9426667758,2.732763248,9.382802883,7.836241975,1.546560908,1.603022712,1.505710594,3.108733306,-0.5493262103
Miles Bridges,bridgmi02,2022,5968,2837,1.055824908,-0.006918089505,1.048906818,4.15453472,-0.3502441404,3.804290579,1.736542251,-0.04972888814,1.686813363,6.431182834,6.431182834,0,2.715743288,0.2721789065,2.987922195,0.1428446857
Oshae Brissett,brissos01,2022,3298,1564,-1.222091314,-2.480902071,-3.702993385,-0.4603210559,-3.501914702,-3.962235758,-1.130375456,-2.792230478,-3.922605934,-0.9365465269,-0.9365465269,0,-0.5457124085,-2.577981485,-3.123693893,0.0921639291
Malcolm Brogdon,brogdma01,2022,2475,1206,2.748499048,-1.023239111,1.725259936,0.1534117096,0.8392953185,0.9927070281,2.356553988,-0.6601595799,1.696394409,2.727875359,2.727875359,0,2.277638247,-0.738833509,1.538804738,-0.292290218
Armoni Brooks,brookar01,2022,1795,852,-0.8091035816,-2.149146687,-2.958250269,-0.8515014646,-0.931044134,-1.782545599,-0.8364699738,-1.967729176,-2.80419915,-0.003935653797,0.05303726738,-0.05697292117,-0.6996347589,-2.791120961,-3.49075572,-0.3005911873
Dillon Brooks,brookdi01,2022,2586,1220,-0.1696687012,2.763724274,2.594055573,1.460548498,4.021893291,5.482441788,0.1129866157,3.143497444,3.256484059,3.784399996,3.120465354,0.6639346415,0.1522636942,3.616865922,3.769129616,0.6540180489
Bruce Brown,brownbr01,2022,3981,1913,0.510753802,0.5663688859,1.077122688,-0.3206780217,-0.8635740031,-1.184252025,0.3392336266,0.318831667,0.6580652936,3.301152856,3.228526369,0.07262648688,0.561878102,0.789229679,1.351107781,-0.5941260062
Charlie Brown Jr.,brownch02,2022,380,177,-3.561158061,3.298384585,-0.2627734761,-6.353662818,5.607420843,-0.7462419753,-4.390017955,3.959560431,-0.430457524,0.2130342337,0.2130342337,0,-4.332493329,2.005670373,-2.326822955,0.6398036426
Chaundee Brown Jr.,brownch05,2022,219,104,-4.105321009,-0.5514700572,-4.656791066,-6.735183154,1.028378539,-5.706804614,-4.914292126,-0.2217100757,-5.136002201,-0.1252116104,-0.1252116104,0,-4.657017823,-0.8069987102,-5.464016534,-1.010557839
Greg Brown III,browngr01,2022,1360,640,-5.371008609,-3.562277428,-8.933286037,-4.964895297,-0.4914405876,-5.456335884,-5.553383267,-3.03934065,-8.592723917,-1.925576846,-1.925576846,0,-5.452160546,-3.158814875,-8.610975421,0.9311395343
Jaylen Brown,brownja02,2022,6398,3140,1.890186726,0.7357309178,2.625917644,0.772674196,2.15800067,2.930674866,1.719575058,1.00791076,2.727485818,8.905490132,6.297404598,2.608085534,2.306776077,1.372283631,3.679059708,0.5969961139
Moses Brown,brownmo01,2022,727,345,-3.385805266,-1.150315588,-4.536120854,-6.279489246,0.4808282671,-5.798660979,-4.206634963,-0.9370797767,-5.14371474,-0.4263536471,-0.4263536471,0,-3.917835198,-0.3073134028,-4.225148601,0.800264848
Sterling Brown,brownst02,2022,1374,654,-2.765717138,1.097441221,-1.668275917,-4.500434727,2.663427866,-1.837006861,-3.318176241,1.462859538,-1.855316703,0.2924890915,0.2031385491,0.08935054243,-3.238410641,0.5652658996,-2.673144741,0.01371727817
Troy Brown Jr.,browntr01,2022,2302,1092,-1.75337243,0.3490492408,-1.404323189,-0.850442534,-1.229348734,-2.079791268,-1.655592605,0.06712789004,-1.588464715,0.6451346157,0.6199898788,0.02514473696,-1.777277686,-0.274665412,-2.051943098,-0.4175285726
Jalen Brunson,brunsja01,2022,6254,3153,2.32589856,-0.1710724712,2.154826089,3.410763428,-1.806886709,1.603876719,2.659996012,-0.5444135783,2.115582434,7.78818218,5.698372528,2.089809652,2.5772267,0.03541904194,2.612645742,-1.488697628
Thomas Bryant,bryanth01,2022,897,439,-2.360667944,-3.933383593,-6.294051536,-3.689107363,-2.46625021,-6.155357573,-2.7569487,-3.821666328,-6.578615028,-0.8552378626,-0.8552378626,0,-2.619308218,-3.461571397,-6.080879614,-0.2666948139
Shaq Buchanan,buchash01,2022,23,10,-3.807660329,0.1695268874,-3.638133441,-8.801694722,-8.373873114,-17.17556784,-5.14595526,-1.66514031,-6.81109557,-0.02173111008,-0.02173111008,0,-5.375721779,-1.92630606,-7.302027839,4.881484963
Reggie Bullock,bullore01,2022,5182,2609,-0.6048668869,-0.7505045367,-1.355371424,1.578301123,2.474413574,4.052714698,-0.2123141301,-0.1471034452,-0.3594175753,3.184023024,2.369458925,0.8145640991,-0.1739544365,0.4735698955,0.299615459,-0.6544595361
Trey Burke,burketr01,2022,994,478,-1.393683495,-0.8097760497,-2.203459545,-4.683819768,0.8625562029,-3.821263565,-2.197735988,-0.5302373716,-2.727973359,-0.001570935471,-0.1792306121,0.1776596767,-1.627813748,-1.647856187,-3.275669935,-0.5966930596
Alec Burks,burksal01,2022,4683,2318,0.9042233198,0.9305635056,1.834786825,1.382818622,3.2006012,4.583419822,1.071192011,1.44183446,2.513026471,6.171371348,6.171371348,0,1.064479465,1.97439188,3.038871345,-0.8501337481
Jared Butler,butleja02,2022,775,365,-1.990890519,0.5882749075,-1.402615611,-0.7436102582,-1.676738815,-2.420349073,-1.946417056,0.1044612809,-1.841955775,0.1728662856,0.1925660905,-0.01969980495,-1.918541268,-1.008792478,-2.927333745,0.8270023532
Jimmy Butler,butleji01,2022,5119,2560,5.002795179,1.166028269,6.168823449,2.378540433,1.479648189,3.858188622,4.738007859,1.266305635,6.004313494,11.58011597,6.701067793,4.879048176,3.966985432,1.788802255,5.755787687,-0.4980081292
Devontae Cacok,cacokde01,2022,263,121,2.32774137,3.536918856,5.864660226,-1.807818037,4.536728848,2.728910812,1.624247793,3.972384715,5.596632508,0.5154051557,0.5154051557,0,2.040629183,3.155065467,5.195694649,0.02571046079
Kentavious Caldwell-Pope,caldwke01,2022,4817,2329,-0.8167601795,0.2086903646,-0.6080698148,-1.491687619,-1.542057923,-3.033745543,-0.9904118255,-0.1190249801,-1.109436806,1.955177919,1.955177919,0,-0.9320385591,-0.01519604422,-0.9472346033,0.2959540044
Facundo Campazzo,campafa01,2022,2478,1197,-0.7608353841,1.719487479,0.9586520948,-8.70520413,-0.1508455098,-8.85604964,-2.475033232,1.432098696,-1.042934536,1.0316052,1.18720577,-0.1556005698,-1.853345534,1.034014559,-0.8193309747,-0.09619376306
Vlatko Cancar,cancavl01,2022,407,185,-2.68930704,-1.299089333,-3.988396373,-3.308224135,4.563730174,1.255506038,-2.978061935,-0.1415694939,-3.119631429,-0.03446618346,-0.01064332669,-0.02382285677,-3.087393218,-2.747291503,-5.834684721,0.6001550387
Devin Cannady,cannade01,2022,300,145,0.2045531055,-6.693157324,-6.488604219,1.871808546,-0.2504395063,1.62136904,0.6534007525,-5.735580524,-5.082179772,-0.1726709904,-0.1726709904,0,0.4922420477,-3.197652184,-2.705410137,0.08037165525
Clint Capela,capelca01,2022,4341,2082,-0.2053237531,2.711966994,2.506643241,3.887506242,-1.404970925,2.482535317,0.591462154,2.062167469,2.653629623,5.706263551,5.693425074,0.01283847718,0.4957152011,2.13013693,2.625852131,-0.4903488416
Vernon Carey Jr.,careyve01,2022,96,44,-3.604742534,3.473001678,-0.1317408554,-12.76584409,-14.60202533,-27.36786942,-5.728954983,-0.03155506794,-5.760510051,-0.06727026283,-0.06727026283,0,-5.532317915,-0.7259346377,-6.258252552,0.9806394765
Jevon Carter,carteje01,2022,2190,1031,-1.572830021,-1.247373168,-2.820203189,-1.197067,0.7776005956,-0.4194664048,-1.605088282,-0.9088458384,-2.513934121,0.1135630576,-0.2841219437,0.3976850013,-1.416969723,-1.499037805,-2.916007528,-0.4523908
Wendell Carter Jr.,cartewe01,2022,3873,1852,-0.9008163218,0.8333035101,-0.06751281173,0.7117278829,3.420322954,4.132050837,-0.5152737987,1.442330882,0.9270570832,3.488158076,3.488158076,0,-1.38825176,1.310519808,-0.07773195175,0.3955350247
Alex Caruso,carusal01,2022,2613,1260,0.7210681668,4.25605415,4.977122317,-1.302827679,6.446431696,5.143604016,0.3558373487,4.991965676,5.347803025,5.224073629,4.618216268,0.6058573617,0.4679139522,5.260975895,5.728889847,0.07078509018
Willie Cauley-Stein,caulewi01,2022,390,183,-4.743269909,-5.669307105,-10.41257701,-2.819071811,7.579928258,4.760856447,-4.637130445,-3.300867572,-7.937998016,-0.4854561351,-0.4854561351,0,-4.550191195,-2.509849508,-7.060040704,0.01988939884
Ahmad Caver,caverah01,2022,3,1,1.31484204,6.717295126,8.032137166,26.0999637,9.507083646,35.60704735,6.582421187,7.733171556,14.31559274,0.008523611899,0.008523611899,0,7.343254132,0.5939769125,7.937231044,-2.104761812
Justin Champagnie,champju01,2022,581,281,0.269794668,-1.157629381,-0.8878347128,4.112112038,1.191864466,5.303976504,1.054443307,-0.766591255,0.2878520515,0.433669856,0.433669856,0,0.4621062361,-0.7906276674,-0.3285214313,-0.4260377196
Zylan Cheatham,cheatzy01,2022,11,5,-26.60162832,-3.619742965,-30.22137129,-57.14195772,-13.1488555,-70.29081322,-34.62837623,-5.797543194,-40.42591943,-0.09665344997,-0.09665344997,0,-21.87832401,-6.67190768,-28.55023169,0.5641326629
Chris Chiozza,chiozch01,2022,754,372,-4.053517279,-1.255161425,-5.308678704,-5.595327246,-2.072477678,-7.667804924,-4.626813079,-1.577669234,-6.204482312,-0.6533788232,-0.6533788232,0,-3.638777576,-0.7672722069,-4.406049783,-0.3451032073
Josh Christopher,chrisjo01,2022,2851,1334,-1.378750009,-2.471854277,-3.850604286,-1.041635656,-3.360303466,-4.401939122,-1.326704847,-2.724527744,-4.051232591,-0.8892844734,-0.8892844734,0,-1.719985104,-3.125540883,-4.845525987,0.4129080445
Marquese Chriss,chrisma01,2022,788,376,-3.460782647,-3.514242038,-6.975024685,-3.506864919,-0.13429235,-3.641157269,-3.712656312,-3.081899275,-6.794555587,-0.775342681,-0.6325432212,-0.1427994598,-3.624141281,-2.36036016,-5.984501441,0.2959367494
Brandon Clarke,clarkbr01,2022,3362,1542,1.697262575,1.351702196,3.048964771,-0.4223817264,2.836943635,2.414561909,1.320345726,1.692370387,3.012716113,4.571634757,3.584915183,0.9867195742,0.8662225186,1.229656348,2.095878867,0.1645930055
Gary Clark,clarkga01,2022,797,378,-0.2829963362,-0.8555287542,-1.13852509,-0.6968554355,0.9909095238,0.2940540882,-0.392569118,-0.5120662244,-0.9046353424,0.354726289,0.354726289,0,-0.336471812,-2.025009542,-2.361481354,-0.3266897737
Jordan Clarkson,clarkjo01,2022,4711,2311,2.834213178,-0.9710082527,1.863204925,2.237284786,2.239433803,4.476718589,2.798122861,-0.3915202617,2.406602599,6.085724549,5.381616577,0.704107972,2.755396337,-0.3944375631,2.360958774,-0.5048396648
Nic Claxton,claxtni01,2022,2240,1072,-1.346205538,1.599286161,0.253080623,-0.8426735529,1.234246634,0.3915730812,-1.356316031,1.636422119,0.280106088,1.696352258,0.905193838,0.7911584198,-1.126831154,0.5138450267,-0.6129861269,-0.5483149585
Amir Coffey,coffeam01,2022,3265,1567,0.2060249822,-0.5837616261,-0.3777366439,0.318179351,-1.64924351,-1.331064159,0.2640000985,-0.8756104163,-0.6116103178,1.706179834,1.706179834,0,-0.7640748983,-1.109829601,-1.8739045,-0.2004740147
Darren Collison,collida01,2022,88,37,-8.043987028,-9.955420335,-17.99940736,-5.476078945,-4.806936403,-10.28301535,-7.990041242,-9.471427577,-17.46146882,-0.2784375413,-0.2784375413,0,-8.681316339,-8.75137187,-17.43268821,0.2604405438
John Collins,collijo01,2022,3663,1785,0.8760345317,0.626954704,1.502989236,-0.759745825,0.5100619361,-0.2496838889,0.5423479123,0.6820487738,1.224396686,3.600208716,3.547305035,0.05290368187,1.358358912,0.4986291484,1.856988061,-0.3423055433
Zach Collins,colliza01,2022,1089,502,-3.376229438,-0.1390304552,-3.515259893,-1.80050836,0.2185618188,-1.581946541,-3.258712912,-0.04603965233,-3.304752564,-0.1434827915,-0.1434827915,0,-3.685307336,0.2420126572,-3.443294678,0.9849022148
Mike Conley,conlemi01,2022,4615,2232,2.762915831,0.4534536642,3.216369495,-1.120761255,3.896090328,2.775329072,2.063415926,1.17482097,3.238236896,6.713103322,7.086848195,-0.3737448738,1.796449429,1.486467487,3.282916916,-0.5439820787
Pat Connaughton,connapa01,2022,4247,2009,1.028143088,0.8853719124,1.913515,-1.20513257,-2.363175491,-3.568308061,0.6029425248,0.2287090666,0.8316515914,3.680611241,2.850737397,0.8298738436,0.4742140138,0.2336433126,0.7078573264,-0.5287850764
Tyler Cook,cookty01,2022,421,200,-4.354538455,-0.3905773537,-4.745115809,-3.072449558,-3.570692365,-6.643141923,-4.353333799,-1.051623506,-5.404957305,-0.2703056616,-0.2703056616,0,-4.685237121,-0.8933310414,-5.578568163,-0.2237625316
Sharife Cooper,coopesh01,2022,86,39,-15.04349438,-5.723736224,-20.76723061,-26.45869742,-0.2603617414,-26.71905916,-18.41506447,-4.917924932,-23.3329894,-0.4110223898,-0.4110223898,0,-15.02480514,-7.92106802,-22.94587316,0.3580034561
Petr Cornelie,cornepe01,2022,87,38,-6.783283331,-2.165077897,-8.948361227,-3.941782999,5.439022625,1.497239626,-6.614409805,-0.6771052699,-7.291515075,-0.09085530182,-0.09085530182,0,-3.672044289,-3.334659633,-7.006703922,3.187205113
DeMarcus Cousins,couside01,2022,1619,775,0.4296055076,2.892494686,3.322100194,2.145599801,-2.009868811,0.1357309899,0.7331331222,2.037063753,2.770196875,2.237431334,1.679820259,0.5576110755,1.509113945,1.492035379,3.001149324,1.723775126
Robert Covington,covinro01,2022,4030,1940,-1.058656866,2.617168675,1.558511809,0.7736581121,1.742661077,2.51631919,-0.7286933138,2.641103454,1.912410141,4.628683417,4.628683417,0,0.07157596606,2.83465901,2.906234977,0.4224971541
Torrey Craig,craigto01,2022,3486,1665,-1.860537565,0.3660041204,-1.494533445,-3.092087561,-1.351583131,-4.443670692,-2.236995899,0.04351905276,-2.193476847,0.4714822891,0.54529754,-0.07381525093,-2.339384083,-0.258498064,-2.597882147,-0.09226425899
Jae Crowder,crowdja01,2022,4723,2269,-0.6771623488,1.910497335,1.233334986,0.950416462,-0.01325767468,0.9371587874,-0.4004147107,1.579044142,1.178629431,4.546936802,4.237048359,0.3098884429,0.02465610741,2.131329541,2.155985648,0.6288180973
Jarrett Culver,culveja01,2022,776,360,-2.671641383,-0.01201882493,-2.683660208,-4.561987043,0.03364493493,-4.528342108,-3.289282603,-0.06290654676,-3.35218915,-0.1101652006,0.02284718063,-0.1330123813,-2.309772763,0.6960227388,-1.613750024,0.2658666485
Jarron Cumberland,cumbeja01,2022,25,12,0.8551263487,-11.4168743,-10.56174796,14.00584204,0.7703104006,14.77615245,3.725454659,-9.445231666,-5.719777007,-0.01800138869,-0.01800138869,0,0.0819728697,-11.83592106,-11.75394819,-0.9942670057
Cade Cunningham,cunnica01,2022,4294,2088,-2.122695605,-0.2939766105,-2.416672216,2.095613998,-1.033145089,1.062468909,-1.244426394,-0.4321275334,-1.676553928,1.151160651,1.151160651,0,-1.189386363,0.1584115685,-1.030974794,0.6664697521
Seth Curry,curryse01,2022,4566,2267,1.357412335,-1.134852495,0.22255984,0.936480149,-0.4210211961,0.5154589529,1.324663822,-1.052646318,0.2720175046,3.456124351,3.180022062,0.2761022888,1.483158589,-0.4407527707,1.042405819,-0.7355738524
Stephen Curry,curryst01,2022,6218,2975,6.18937839,-0.03372129629,6.155657094,4.759827479,3.022106947,7.781934425,6.242839239,0.5524436028,6.795282842,14.92691878,10.14847901,4.778439773,6.886650518,1.069905736,7.956556255,1.860975654
Anthony Davis,davisan02,2022,2977,1404,0.5001047241,2.607800727,3.107905451,-3.773397093,2.640485745,-1.132911348,-0.3353375198,2.790039871,2.454702351,3.734707536,3.734707536,0,0.2057919008,2.350891138,2.556683038,0.1735718825
Ed Davis,davised01,2022,407,201,-3.273815885,-0.7582238295,-4.032039715,-7.026625275,9.551893792,2.525268517,-4.268144079,1.299108392,-2.969035687,-0.02225455384,-0.02225455384,0,-5.048105942,0.9204546934,-4.127651248,-0.9242461834
Terence Davis,daviste02,2022,1148,536,1.170805485,-0.3257837657,0.8450217189,4.455896468,2.43369247,6.889588938,1.956561068,0.2804706124,2.237031681,1.37942734,1.37942734,0,1.715150066,-0.414391058,1.300759008,1.146672392
Gabriel Deck,deckga01,2022,120,56,-2.134263975,-2.359650271,-4.493914246,-3.708037646,-5.354811109,-9.062848755,-2.461994876,-3.039858849,-5.501853725,-0.07852927475,-0.07852927475,0,-3.953246524,-4.676435324,-8.629681847,-0.1201813528
Dewayne Dedmon,dedmode01,2022,2464,1203,-2.528256353,0.9619837689,-1.566272584,-0.6200392395,-0.4725411567,-1.092580396,-2.313661519,0.6539600968,-1.659701422,0.6623358497,0.7683580016,-0.1060221519,-2.474716444,0.4383751085,-2.036341336,-0.1298742627
Sam Dekker,dekkesa01,2022,2,1,-20.28610661,-20.12412144,-40.41022805,-67.77747808,-89.0961228,-156.8736009,-31.57365277,-35.7823478,-67.35600058,-0.03258815861,-0.03258815861,0,-31.22062226,-37.87174504,-69.0923673,-1.134135758
Javin DeLaurier,delauja01,2022,8,3,2.729317077,-0.7619983843,1.967318692,46.47522187,16.58390232,63.05912418,11.94367316,2.80967664,14.7533498,0.02750090525,0.02750090525,0,12.13166115,2.561152732,14.69281388,2.651294569
DeMar DeRozan,derozde01,2022,6146,2946,3.214892012,-2.343812539,0.8710794732,4.492017097,-1.381365733,3.110651364,3.6460724,-2.277408934,1.368663466,6.185912524,6.21202574,-0.02611321587,2.602068988,-2.082277871,0.5197911165,-0.08047471848
Mamadi Diakite,diakima01,2022,380,188,-4.729799243,1.120420457,-3.609378787,-4.36918329,4.296398057,-0.07278523298,-4.876959365,1.886242947,-2.990716418,-0.02296806834,-0.02296806834,0,-5.690545295,1.967762457,-3.722782837,-0.5235242879
Cheick Diallo,diallch01,2022,72,31,-6.221617826,-3.271245832,-9.492863659,-13.39588936,-11.3485704,-24.74445975,-8.033215861,-5.10156306,-13.13477892,-0.16457422,-0.16457422,0,-6.259777208,-3.453031713,-9.712808921,0.1987783543
Hamidou Diallo,diallha01,2022,2662,1269,-0.5335851963,1.142270813,0.6086856169,-2.484763185,1.315185706,-1.169577479,-0.880464775,1.289832737,0.4093679624,2.053955844,2.053955844,0,-1.185175747,1.924215259,0.7390395117,0.4127515243
Gorgui Dieng,dienggo01,2022,798,381,-0.5293164358,1.354900692,0.8255842566,-5.894357238,-0.8584061116,-6.75276335,-1.727699135,1.031403649,-0.6962954856,0.4037332067,0.4480461394,-0.04431293263,-0.8938709478,0.6555046974,-0.2383662504,0.1945927806
Spencer Dinwiddie,dinwisp01,2022,5037,2481,2.552314161,-0.9170797412,1.63523442,-1.343330827,1.430481525,0.08715069731,1.884695177,-0.4806939157,1.404001261,5.262388026,4.309553794,0.9528342318,1.649741704,-0.3272443317,1.322497372,-0.8719097099
Donte DiVincenzo,divindo01,2022,2154,1006,-1.682447459,1.185480484,-0.4969669743,-2.509163102,0.7952100453,-1.713953056,-1.955763452,1.204323142,-0.7514403107,1.044538798,1.044538798,0,-1.146461731,0.6945716048,-0.4518901259,0.912034308
Luka Doncic,doncilu01,2022,5683,2853,6.481760127,1.016725653,7.49848578,1.260058963,-0.9579413906,0.3021175728,5.740278663,0.6425125083,6.382791172,13.57500802,10.0902247,3.484783324,6.178145056,1.214947334,7.393092389,1.20065548
Luguentz Dort,dortlu01,2022,3495,1665,-0.9297668973,1.289361654,0.3595947563,-3.508150799,0.3693485305,-3.138802268,-1.397355963,1.186369668,-0.2109862953,2.174036369,2.174036369,0,-2.123741702,1.177316812,-0.9464248904,0.7968978581
Ayo Dosunmu,dosunay01,2022,4594,2196,-1.134217832,-1.805025172,-2.939243004,-3.119869383,-2.028170621,-5.148040004,-1.608283994,-1.943165851,-3.551449845,-0.8994633316,-0.8230545424,-0.07640878919,-1.808268961,-1.223849096,-3.032118057,0.02512150954
Damyean Dotson,dotsoda01,2022,40,21,-1.146722873,-7.630199369,-8.776922242,4.067595985,-2.132657581,1.934938404,-0.1350320089,-6.937583319,-7.072615328,-0.04437514284,-0.04437514284,0,-3.975223769,-8.243999349,-12.21922312,-4.185137346
Devon Dotson,dotsode01,2022,176,85,0.8018118837,-1.174611925,-0.3728000417,-1.850719713,-2.352525878,-4.203245592,0.3073711529,-1.45921197,-1.151840817,0.06924803541,0.06924803541,0,-1.348316397,-2.01744513,-3.365761527,-0.08561220684
Sekou Doumbouya,doumbse01,2022,36,16,5.458273848,16.20446938,21.66274323,-4.718507553,42.07899541,37.36048786,3.785789052,22.70700374,26.49279279,0.2460152771,0.2460152771,0,2.178636835,14.56256581,16.74120265,3.058344786
Jeff Dowtin,dowtije01,2022,229,108,-5.75050028,-2.317096879,-8.067597159,-6.170268231,0.6628486726,-5.507419559,-6.141779931,-1.836208077,-7.977988008,-0.2916254966,-0.2916254966,0,-6.360313239,-1.638312875,-7.998626115,0.05507373403
P.J. Dozier,doziepj01,2022,704,340,-0.8938078189,2.846884582,1.953076763,-8.952143557,0.6814087537,-8.270734803,-2.638497725,2.569958002,-0.06853972339,0.4639244767,0.4639244767,0,-1.723384435,1.378934897,-0.3444495375,-0.2629508935
Goran Dragic,dragigo01,2022,1223,577,-0.7809595072,-0.2839306189,-1.064890126,2.162960312,-0.593253007,1.569707305,-0.2546264965,-0.3529888971,-0.6076153936,0.6463221901,0.3725711178,0.2737510723,0.497766413,-0.400240914,0.09752549902,-0.1687888762
Andre Drummond,drumman01,2022,3092,1497,-0.8236293613,2.863295024,2.039665662,1.377616359,-0.3746381273,1.002978231,-0.445701238,2.351629895,1.905928657,3.575293786,3.497033441,0.07826034534,-0.5375414243,2.97797328,2.440431855,0.5921096753
Chris Duarte,duartch01,2022,3188,1541,-0.4918835638,0.3672008104,-0.1246827534,-1.599195302,2.845226472,1.246031169,-0.7640839205,0.9542038685,0.190119948,2.311261203,2.311261203,0,0.04274237769,0.4799144509,0.5226568286,-0.01361059789
David Duke Jr.,dukeda01,2022,714,341,-1.739152829,-1.76749364,-3.506646469,-0.548713162,-0.8266988074,-1.375411969,-1.599431607,-1.643254193,-3.2426858,-0.08578229125,-0.08578229125,0,-1.741131602,-0.777154992,-2.518286594,0.07665323063
Kris Dunn,dunnkr01,2022,709,336,-1.89489248,0.4540245575,-1.440867923,0.9402960277,-1.623574547,-0.6832785195,-1.366636074,0.1319559504,-1.234680124,0.260001832,0.260001832,0,-3.548855925,0.5162016135,-3.032654311,0.09038688
Kevin Durant,duranke01,2022,4667,2223,4.595078762,-0.5343292185,4.060749544,2.777183089,2.351360058,5.128543148,4.449173785,0.0527266119,4.501900397,8.250891244,8.916096906,-0.6652056624,5.139603654,-0.9041720038,4.23543165,1.891118942
